precision,recall,f1_score
0.6378716670245167,0.7356868507861647,0.6832964039522168
0.5303997904612234,0.5290668247558773,0.5297324690745436
0.6929679817060889,0.8626318465049553,0.7685475901799043
0.47685681203426555,0.3386534131693621,0.39604454241672365
0.10612359605004312,0.03344118019791096,0.05085664727401915
0.16959925068575635,0.9145199976599521,0.28613440186942973
0.8189184349538903,0.4892713619920697,0.6125614784119211
0.0,0.0,0.0
0.47223559353538047,0.7182966877623366,0.5698379926501458
0.7333098183747183,0.7457189822150295,0.7394623433818664
0.7556117746689923,0.5351514885501144,0.6265545007403325
0.0,0.0,0.0
0.0009865058498457749,0.00874727884425094,0.0017730496453900709
0.7780712624280504,0.863848759376529,0.8187194087764141
0.5794144005459476,0.8648713520475368,0.69393319860164
0.8365866319177194,0.9695955814015242,0.8981936548653553
0.5973372653949629,0.7645418984896251,0.6706753125160052
0.8100721302914586,0.2878354338093003,0.42474880520609554
0.0,0.0,0.0
0.5373048159606343,0.8543573117661072,0.6597151550182113
0.7307676452167846,0.9526826258476169,0.827098550038456
0.0,0.0,0.0
0.4787662518335229,0.14975298033221546,0.22814472310577733
0.5399140228668633,0.28385217077153013,0.3720855956563398
0.9781272605350835,0.36409511558270924,0.5306592474030787
