Dataset,Weight File,Patch Size,Overlap,Accuracy,F1 Score - Macro,F1 Score - Weighted
Validation,05_base_time2024-08-09_5e_acc96.pth,256,0.2,0.37759866469945663,0.27709588703743937,0.35727769545337806
Test,05_base_time2024-08-09_5e_acc96.pth,256,0.2,0.36792927318149143,0.251139319314805,0.31649625100616885
Validation,01_base_time2024-08-07_5e_acc96.pth,256,0.0,0.4175059408204168,0.27977539259553397,0.4024469916123243
Test,01_base_time2024-08-07_5e_acc96.pth,256,0.0,0.36497704188028973,0.2515268480001722,0.3381436334065644
Validation,01_base_time2024-08-07_5e_acc96.pth,256,0.2,0.42122508317996293,0.2867048668664939,0.40992636801414284
Test,01_base_time2024-08-07_5e_acc96.pth,256,0.2,0.3686646090613471,0.23939390483481374,0.33878440055395226
Validation,03_base_time2024-08-08_4e_acc96.pth,256,0.0,0.35586038410154164,0.2609852667805108,0.3398559347379251
Test,03_base_time2024-08-08_4e_acc96.pth,256,0.0,0.37978217336866593,0.25072376098591237,0.3348834203587536
Validation,03_base_time2024-08-08_4e_acc96.pth,256,0.2,0.36597937396448904,0.2774953256422186,0.3480564169078715
Test,03_base_time2024-08-08_4e_acc96.pth,256,0.2,0.3895789517296685,0.25985848439370035,0.34611629012196815
Validation,02_base_time2024-08-07_5e_acc96.pth,256,0.0,0.4861022998125125,0.33833843557388577,0.4700064220112049
Test,02_base_time2024-08-07_5e_acc96.pth,256,0.0,0.44069907400343156,0.3239631209562761,0.43195103736893853
Validation,02_base_time2024-08-07_5e_acc96.pth,256,0.2,0.4827094526372404,0.34063110539898855,0.4691752441915108
Test,02_base_time2024-08-07_5e_acc96.pth,256,0.2,0.4239997598859999,0.3219686921989502,0.4125955296106972
Validation,04_base_time2024-08-08_5e_acc96.pth,256,0.0,0.4431680043538411,0.298917880316926,0.440964442195758
Test,04_base_time2024-08-08_5e_acc96.pth,256,0.0,0.4412396219041612,0.32714242230558793,0.4332596046465295
Validation,04_base_time2024-08-08_5e_acc96.pth,256,0.2,0.4323822086692875,0.29470106512383204,0.43161712994101886
Test,04_base_time2024-08-08_5e_acc96.pth,256,0.2,0.43423647350735134,0.3304908515373201,0.42824276820416984
