Dataset,Weight File,Patch Size,Overlap,Accuracy,F1 Score - Macro,F1 Score - Weighted
Test,252_aug5_time2024-08-10_best_5e_acc95.pth,256,0.0,0.4149810208214654,0.3117606088281119,0.4098601242492914
Validation,252_aug5_time2024-08-10_best_5e_acc95.pth,256,0.2,0.47388407715365416,0.31592232768055084,0.45323413775597887
Test,252_aug5_time2024-08-10_best_5e_acc95.pth,256,0.2,0.41882408989800346,0.3091225186228538,0.40769586217228543
Validation,305_balanced0_time2024-08-14_best_2e_acc97.pth,256,0.0,0.4745644789475661,0.32294187783775746,0.4596937748829153
Test,305_balanced0_time2024-08-14_best_2e_acc97.pth,256,0.0,0.41138497988382977,0.29360276110826083,0.39928014139061174
Validation,305_balanced0_time2024-08-14_best_2e_acc97.pth,256,0.2,0.47127426180065185,0.31610124455091093,0.4565787432250399
Test,305_balanced0_time2024-08-14_best_2e_acc97.pth,256,0.2,0.41179190741644967,0.3096287938343654,0.4044896903631447
Validation,303_balanced0_time2024-08-13_best_4e_acc97.pth,256,0.0,0.49906541547204697,0.32103214367643546,0.48193834137709674
Test,303_balanced0_time2024-08-13_best_4e_acc97.pth,256,0.0,0.43850093417697483,0.3296465524373069,0.43037505471240484
Validation,303_balanced0_time2024-08-13_best_4e_acc97.pth,256,0.2,0.49485975249200803,0.32504046102797035,0.4796658430880227
Test,303_balanced0_time2024-08-13_best_4e_acc97.pth,256,0.2,0.43169964684380424,0.32476679510102957,0.41709755167355606
Validation,301_balanced0_time2024-08-12_best_5e_acc97.pth,256,0.0,0.4662798531035073,0.313753505995552,0.4538914852439528
Test,301_balanced0_time2024-08-12_best_5e_acc97.pth,256,0.0,0.407257080078125,0.3120856459745423,0.40225139466772725
Validation,301_balanced0_time2024-08-12_best_5e_acc97.pth,256,0.2,0.4671915983542418,0.31329035523003784,0.4527501378902658
Test,301_balanced0_time2024-08-12_best_5e_acc97.pth,256,0.2,0.41276272137959796,0.3058564339210155,0.4016879699785695
Validation,304_balanced0_time2024-08-14_best_5e_acc97.pth,256,0.0,0.48615110837496245,0.33400973047385335,0.4572895410023848
Test,304_balanced0_time2024-08-14_best_5e_acc97.pth,256,0.0,0.4258919292026096,0.3237266808602029,0.41650358363915074
Validation,304_balanced0_time2024-08-14_best_5e_acc97.pth,256,0.2,0.48759808499588925,0.3352415433471262,0.4604049701024643
Test,304_balanced0_time2024-08-14_best_5e_acc97.pth,256,0.2,0.4211261007520888,0.3113740581826009,0.4062327113871115
Validation,302_balanced0_time2024-08-13_best_5e_acc97.pth,256,0.0,0.48666745373326487,0.31852426516797616,0.4678242866839532
Test,302_balanced0_time2024-08-13_best_5e_acc97.pth,256,0.0,0.4197872214847141,0.29928188809582656,0.3974122540618517
Validation,302_balanced0_time2024-08-13_best_5e_acc97.pth,256,0.2,0.487503304440751,0.31860684500496206,0.47007283844485037
Test,302_balanced0_time2024-08-13_best_5e_acc97.pth,256,0.2,0.4344938596089681,0.3071175917674123,0.40808449070834124
Validation,221_aug2_time2024-08-07_best_5e_acc97.pth,256,0.0,0.4750725998837724,0.3455018226362781,0.4596980193712506
Test,221_aug2_time2024-08-07_best_5e_acc97.pth,256,0.0,0.4132002724541558,0.3227984418129196,0.4033616527822112
Validation,221_aug2_time2024-08-07_best_5e_acc97.pth,256,0.2,0.4668229991554195,0.34565388517014867,0.45174705440019125
Test,221_aug2_time2024-08-07_best_5e_acc97.pth,256,0.2,0.4160011609395345,0.31309988102694886,0.3981295035329521
Validation,222_aug2_time2024-08-08_best_5e_acc97.pth,256,0.0,0.4793758066291483,0.31987503504704023,0.4692856229519107
Test,222_aug2_time2024-08-08_best_5e_acc97.pth,256,0.0,0.4042428334554036,0.2865648264366839,0.3908242233324565
Validation,222_aug2_time2024-08-08_best_5e_acc97.pth,256,0.2,0.48675078204554373,0.33914379707674897,0.47708602966144487
Test,222_aug2_time2024-08-08_best_5e_acc97.pth,256,0.2,0.40738821029663086,0.27747191006879823,0.38215245455511204
Validation,223_aug2_time2024-08-08_best_5e_acc96.pth,256,0.0,0.4301660896366478,0.29859679853341414,0.42201223405319965
Test,223_aug2_time2024-08-08_best_5e_acc96.pth,256,0.0,0.41786662737528485,0.2958692581213892,0.391100354964182
Validation,223_aug2_time2024-08-08_best_5e_acc96.pth,256,0.2,0.43486040881556326,0.29237204021125207,0.42360762471922697
Test,223_aug2_time2024-08-08_best_5e_acc96.pth,256,0.2,0.40591851870218915,0.28247996886610777,0.370593875363595
Validation,224_aug2_time2024-08-09_best_5e_acc97.pth,256,0.0,0.4843981734707824,0.33479945530745087,0.4759508913748324
Test,224_aug2_time2024-08-09_best_5e_acc97.pth,256,0.0,0.41417087448967826,0.2964493319215968,0.40632236707617886
Validation,224_aug2_time2024-08-09_best_5e_acc97.pth,256,0.2,0.4822437416793954,0.33348241258344125,0.47267065765586763
Test,224_aug2_time2024-08-09_best_5e_acc97.pth,256,0.2,0.40827899509006077,0.2859557498649356,0.3937130667681137
Validation,225_aug2_time2024-08-09_best_2e_acc96.pth,256,0.0,0.4948536799504207,0.3555786695690552,0.46574620056232297
Test,225_aug2_time2024-08-09_best_2e_acc96.pth,256,0.0,0.44696791966756183,0.3398688810456655,0.42927259210070307
Validation,225_aug2_time2024-08-09_best_2e_acc96.pth,256,0.2,0.49338697775816304,0.35833656011303416,0.4651790040742754
Test,225_aug2_time2024-08-09_best_2e_acc96.pth,256,0.2,0.4359689818488227,0.32557961126501334,0.4116285276894852
Validation,211_aug1_time2024-08-07_best_5e_acc97.pth,256,0.0,0.4693340399326422,0.31563091430883883,0.4591046499754249
Test,211_aug1_time2024-08-07_best_5e_acc97.pth,256,0.0,0.4003151257832845,0.2958210574500653,0.3986124082524893
Validation,211_aug1_time2024-08-07_best_5e_acc97.pth,256,0.2,0.4703850623888847,0.30773898631167707,0.45983364965071744
Test,211_aug1_time2024-08-07_best_5e_acc97.pth,256,0.2,0.39841286341349286,0.301617588971407,0.3951387931507076
Validation,212_aug1_time2024-08-07_best_2e_acc96.pth,256,0.0,0.4574132250924396,0.3180106779573065,0.4482676633191819
Test,212_aug1_time2024-08-07_best_2e_acc96.pth,256,0.0,0.3884234693315294,0.2943309901272867,0.3845689003624394
Validation,212_aug1_time2024-08-07_best_2e_acc96.pth,256,0.2,0.4537524850959452,0.3218401821877417,0.44468220275439013
Test,212_aug1_time2024-08-07_best_2e_acc96.pth,256,0.2,0.3855234516991509,0.3022684000963207,0.37820990899791607
Validation,215_aug1_time2024-08-09_best_3e_acc97.pth,256,0.0,0.45548536838629305,0.29506600259150295,0.43376678884619163
Test,215_aug1_time2024-08-09_best_3e_acc97.pth,256,0.0,0.405894226498074,0.2919998477524569,0.4010291253174702
Validation,215_aug1_time2024-08-09_best_3e_acc97.pth,256,0.2,0.4472357676579402,0.29494605953940845,0.42653900626950836
Test,215_aug1_time2024-08-09_best_3e_acc97.pth,256,0.2,0.4097161557939317,0.2902664673404333,0.39840332179212523
Validation,214_aug1_time2024-08-09_best_5e_acc97.pth,256,0.0,0.45378050844893497,0.29879135575609517,0.43683239369732413
Test,214_aug1_time2024-08-09_best_5e_acc97.pth,256,0.0,0.3864162762959798,0.2803001191698142,0.3660237888783431
Validation,214_aug1_time2024-08-09_best_5e_acc97.pth,256,0.2,0.45853860969217414,0.3068085511400856,0.43876655095555456
Test,214_aug1_time2024-08-09_best_5e_acc97.pth,256,0.2,0.3832937876383464,0.28055698385467254,0.3548761958532687
Validation,213_aug1_time2024-08-08_best_2e_acc97.pth,256,0.0,0.478403319660415,0.3267952323346842,0.4595869414558707
Test,213_aug1_time2024-08-08_best_2e_acc97.pth,256,0.0,0.4177996582455105,0.30907041538977775,0.42102188884420594
Validation,213_aug1_time2024-08-08_best_2e_acc97.pth,256,0.2,0.4695727845542451,0.31839226777061125,0.4508303149584242
Test,213_aug1_time2024-08-08_best_2e_acc97.pth,256,0.2,0.42867350578308105,0.31938570811077127,0.42377745514143667
Validation,12_filtered_time2024-08-08_best_1e_acc98.pth,256,0.0,0.47014896686260516,0.31855910010927113,0.46912590398069354
Test,12_filtered_time2024-08-08_best_1e_acc98.pth,256,0.0,0.40845052401224774,0.28729833847650305,0.3917468105943443
Validation,12_filtered_time2024-08-08_best_1e_acc98.pth,256,0.2,0.4683532959375626,0.31974139770125887,0.46966702518725834
Test,12_filtered_time2024-08-08_best_1e_acc98.pth,256,0.2,0.39577198028564453,0.2824039286648311,0.3772318871989902
Validation,14_filtered_time2024-08-09_best_5e_acc98.pth,256,0.0,0.44718104142409104,0.27215042446169074,0.4275826783511162
Test,14_filtered_time2024-08-09_best_5e_acc98.pth,256,0.0,0.364420043097602,0.24138727397643106,0.3292009404927158
Validation,14_filtered_time2024-08-09_best_5e_acc98.pth,256,0.2,0.4403742847279606,0.2626023218242911,0.42213565079269205
Test,14_filtered_time2024-08-09_best_5e_acc98.pth,256,0.2,0.3738681740230984,0.234929787332143,0.33611598897738504
Validation,15_filtered_time2024-08-09_best_5e_acc98.pth,256,0.0,0.44171396891276044,0.29672883572008907,0.4316303407243009
Test,15_filtered_time2024-08-09_best_5e_acc98.pth,256,0.0,0.38795015547010636,0.2671797167890396,0.3595576454236883
Validation,15_filtered_time2024-08-09_best_5e_acc98.pth,256,0.2,0.4432243118938218,0.2961451986808305,0.4348916599086337
Test,15_filtered_time2024-08-09_best_5e_acc98.pth,256,0.2,0.3827061918046739,0.26519994619341963,0.35403255107658654
Validation,13_filtered_time2024-08-08_best_5e_acc98.pth,256,0.0,0.3876001325427976,0.24989423032764274,0.37899633309684416
Test,13_filtered_time2024-08-08_best_5e_acc98.pth,256,0.0,0.35174865192837185,0.265149040633751,0.33071083258557177
Validation,13_filtered_time2024-08-08_best_5e_acc98.pth,256,0.2,0.38614643129528076,0.2411727646288291,0.3760844363091237
Test,13_filtered_time2024-08-08_best_5e_acc98.pth,256,0.2,0.35114044613308376,0.25665186548107355,0.3194819522016011
Validation,11_filtered_time2024-08-08_best_4e_acc98.pth,256,0.0,0.4254035949707031,0.30346614466151467,0.41388018100456003
Test,11_filtered_time2024-08-08_best_4e_acc98.pth,256,0.0,0.38741813765631783,0.2499328272222435,0.35158032593581845
Validation,11_filtered_time2024-08-08_best_4e_acc98.pth,256,0.2,0.44150223691239315,0.31954484412906875,0.4286835445477167
Test,11_filtered_time2024-08-08_best_4e_acc98.pth,256,0.2,0.3933340708414714,0.26483885295194837,0.3574903796759463
Validation,202_aug0_time2024-08-08_best_4e_acc97.pth,256,0.0,0.47181895655444545,0.29451043512019653,0.44901600019566823
Test,202_aug0_time2024-08-08_best_4e_acc97.pth,256,0.0,0.42210867669847274,0.31069127775318683,0.40181537799321876
Validation,202_aug0_time2024-08-08_best_4e_acc97.pth,256,0.2,0.47015909863333416,0.3003269366011621,0.44638690010635595
Test,202_aug0_time2024-08-08_best_4e_acc97.pth,256,0.2,0.4210347334543864,0.3164170809430364,0.39578218335841814
Validation,204_aug0_time2024-08-09_best_4e_acc97.pth,256,0.0,0.46797711625058425,0.3475026848568892,0.4489221937906048
Test,204_aug0_time2024-08-09_best_4e_acc97.pth,256,0.0,0.3945101367102729,0.31947853358932393,0.4009533752809622
Validation,204_aug0_time2024-08-09_best_4e_acc97.pth,256,0.2,0.4622464628301115,0.3257224670569512,0.4440322857915582
Test,204_aug0_time2024-08-09_best_4e_acc97.pth,256,0.2,0.3888167805141873,0.3097599417284961,0.39183209501833727
Validation,203_aug0_time2024-08-08_best_2e_acc97.pth,256,0.0,0.4579313473823743,0.3053874589815995,0.43135291125095837
Test,203_aug0_time2024-08-08_best_2e_acc97.pth,256,0.0,0.39238037003411186,0.30548330405492174,0.38453759026009
Validation,203_aug0_time2024-08-08_best_2e_acc97.pth,256,0.2,0.457703492580316,0.306026595467077,0.4338272741543194
Test,203_aug0_time2024-08-08_best_2e_acc97.pth,256,0.2,0.3927619722154405,0.30801743878163246,0.381548670077121
Validation,201_aug0_time2024-08-07_best_5e_acc97.pth,256,0.0,0.49753193977551585,0.3382025703305223,0.48518374113821616
Test,201_aug0_time2024-08-07_best_5e_acc97.pth,256,0.0,0.4263371361626519,0.3263126996502873,0.4319396998143124
Validation,201_aug0_time2024-08-07_best_5e_acc97.pth,256,0.2,0.49885078984448034,0.3492882131614261,0.48720152559930874
Test,201_aug0_time2024-08-07_best_5e_acc97.pth,256,0.2,0.42177067862616646,0.3339749861872324,0.4174197663000942
Validation,205_aug0_time2024-08-10_best_5e_acc97.pth,256,0.0,0.4438702999017177,0.2984753973418593,0.4369991467939413
Test,205_aug0_time2024-08-10_best_5e_acc97.pth,256,0.0,0.38930394914415145,0.3134213951146815,0.39132608940932284
Validation,205_aug0_time2024-08-10_best_5e_acc97.pth,256,0.2,0.43235740498599845,0.2860836209056197,0.4252152203484676
Test,205_aug0_time2024-08-10_best_5e_acc97.pth,256,0.2,0.38994161287943524,0.3107036042396081,0.38993952572150703
Validation,43_background_time2024-08-10_best_2e_acc98.pth,256,0.0,0.37221412169627655,0.2870417307087169,0.4098774989939947
Test,43_background_time2024-08-10_best_2e_acc98.pth,256,0.0,0.350422117445204,0.27266512139549415,0.38156763399934895
Validation,43_background_time2024-08-10_best_2e_acc98.pth,256,0.2,0.38510748871371275,0.30639191214316863,0.42103780784242756
Test,43_background_time2024-08-10_best_2e_acc98.pth,256,0.2,0.35107583469814724,0.2761749766590308,0.37636341511400273
Validation,41_background_time2024-08-09_best_5e_acc97.pth,256,0.0,0.4614667647924179,0.31464414261858387,0.41593165437827323
Test,41_background_time2024-08-09_best_5e_acc97.pth,256,0.0,0.346945153342353,0.28095102797842714,0.3225076948242517
Validation,41_background_time2024-08-09_best_5e_acc97.pth,256,0.2,0.4510071664793879,0.30835694885814624,0.39967608656451126
Test,41_background_time2024-08-09_best_5e_acc97.pth,256,0.2,0.33923768997192383,0.27516768573342004,0.3084498934725117
Validation,42_background_time2024-08-10_best_5e_acc98.pth,256,0.0,0.4530807234283186,0.3182336433342717,0.4324559346274309
Test,42_background_time2024-08-10_best_5e_acc98.pth,256,0.0,0.3650949266221788,0.307438608889027,0.3597099195059102
Validation,42_background_time2024-08-10_best_5e_acc98.pth,256,0.2,0.45676336532984024,0.3280566617660304,0.4331323658682289
Test,42_background_time2024-08-10_best_5e_acc98.pth,256,0.2,0.3492257330152724,0.28644726243033364,0.3349681276959384
Validation,44_background_time2024-08-10_best_4e_acc97.pth,256,0.0,0.4912560780843099,0.33358354078651475,0.4844186043378606
Test,44_background_time2024-08-10_best_4e_acc97.pth,256,0.0,0.412073294321696,0.2990443822845251,0.40623733605202916
Validation,44_background_time2024-08-10_best_4e_acc97.pth,256,0.2,0.49001824957692725,0.3432585077056576,0.47993774464039374
Test,44_background_time2024-08-10_best_4e_acc97.pth,256,0.2,0.39598096741570366,0.2991632452160302,0.38761225296554247
Validation,45_background_time2024-08-11_best_4e_acc98.pth,256,0.0,0.48195583799965364,0.3462288543249958,0.4728637854980834
Test,45_background_time2024-08-11_best_4e_acc98.pth,256,0.0,0.3763197527991401,0.2982497682437063,0.37366004011120935
Validation,45_background_time2024-08-11_best_4e_acc98.pth,256,0.2,0.4765411442161625,0.3516540908374191,0.4672266222578301
Test,45_background_time2024-08-11_best_4e_acc98.pth,256,0.2,0.38014880816141766,0.30542186208024796,0.3825057265536205
Validation,315_balanced1_time2024-08-16_5e_acc97.pth,256,0.0,0.47050962692651993,0.30625038972221297,0.454582668708833
Test,315_balanced1_time2024-08-16_5e_acc97.pth,256,0.0,0.41816841231452095,0.3142179073328884,0.40695557698691426
Validation,315_balanced1_time2024-08-16_5e_acc97.pth,256,0.2,0.4687875111897786,0.30751194318940844,0.453630314582987
Test,315_balanced1_time2024-08-16_5e_acc97.pth,256,0.2,0.39353195826212567,0.29049060600455917,0.3784645393011685
Validation,311_balanced1_time2024-08-12_best_5e_acc97.pth,256,0.0,0.4537810790233123,0.30508990154721394,0.4398296061284066
Test,311_balanced1_time2024-08-12_best_5e_acc97.pth,256,0.0,0.4041832553015815,0.28697450777090405,0.38467571578438187
Validation,311_balanced1_time2024-08-12_best_5e_acc97.pth,256,0.2,0.4541188019972581,0.3049027979109827,0.438781820926589
Test,311_balanced1_time2024-08-12_best_5e_acc97.pth,256,0.2,0.4005945258670383,0.2960101464798999,0.3709057877665766
Validation,312_balanced1_time2024-08-13_best_5e_acc97.pth,256,0.0,0.42243391835791433,0.3148813586528399,0.4194469565044145
Test,312_balanced1_time2024-08-13_best_5e_acc97.pth,256,0.0,0.38980579376220703,0.26978203565260245,0.36451132465945635
Validation,312_balanced1_time2024-08-13_best_5e_acc97.pth,256,0.2,0.42370569604074854,0.2955307323871281,0.41891502220794236
Test,312_balanced1_time2024-08-13_best_5e_acc97.pth,256,0.2,0.37962569130791557,0.2769262616218703,0.3504282913534168
Validation,314_balanced1_time2024-08-15_best_5e_acc97.pth,256,0.0,0.4610843006362263,0.31347235815781704,0.44861097433337455
Test,314_balanced1_time2024-08-15_best_5e_acc97.pth,256,0.0,0.4142405456966824,0.3271200906130241,0.42345459439124866
Validation,314_balanced1_time2024-08-15_best_5e_acc97.pth,256,0.2,0.4631967137002537,0.31669821898705314,0.4523855268100597
Test,314_balanced1_time2024-08-15_best_5e_acc97.pth,256,0.2,0.3969149589538574,0.29874402130536953,0.39616469088178535
Validation,313_balanced1_time2024-08-14_best_5e_acc97.pth,256,0.0,0.46532777639535755,0.32955420408768604,0.4539378695077711
Test,313_balanced1_time2024-08-14_best_5e_acc97.pth,256,0.0,0.41762344042460126,0.30440741247881936,0.405464855966791
Validation,313_balanced1_time2024-08-14_best_5e_acc97.pth,256,0.2,0.4628288725502471,0.3198097018652543,0.4521782771069417
Test,313_balanced1_time2024-08-14_best_5e_acc97.pth,256,0.2,0.4196899996863471,0.3058567174349845,0.40372990922569096
Validation,235_aug3_time2024-08-09_best_5e_acc96.pth,256,0.0,0.4553511285374307,0.3102806484697599,0.4413094551908995
Test,235_aug3_time2024-08-09_best_5e_acc96.pth,256,0.0,0.38958538903130424,0.2899898319220436,0.384691037514169
Validation,235_aug3_time2024-08-09_best_5e_acc96.pth,256,0.2,0.44783480554564387,0.3085851561722915,0.4340039459672814
Test,235_aug3_time2024-08-09_best_5e_acc96.pth,256,0.2,0.37453627586364746,0.29618720780019187,0.36579389979058874
Validation,231_aug3_time2024-08-08_best_5e_acc97.pth,256,0.0,0.46585952726184815,0.3295744974872079,0.46471226841758856
Test,231_aug3_time2024-08-08_best_5e_acc97.pth,256,0.0,0.3997763262854682,0.2866680280168138,0.38735394287549696
Validation,231_aug3_time2024-08-08_best_5e_acc97.pth,256,0.2,0.46815528217543906,0.3386812738637691,0.46674506326451276
Test,231_aug3_time2024-08-08_best_5e_acc97.pth,256,0.2,0.40137971772087944,0.29459300480131134,0.39016548401185164
Validation,232_aug3_time2024-08-08_best_5e_acc96.pth,256,0.0,0.49848777412349343,0.33227346745425995,0.47476228758993716
Test,232_aug3_time2024-08-08_best_5e_acc96.pth,256,0.0,0.4174217912885878,0.3078571999829621,0.41769476290639346
Validation,232_aug3_time2024-08-08_best_5e_acc96.pth,256,0.2,0.49341212378607857,0.33663585338390756,0.46926630629580696
Test,232_aug3_time2024-08-08_best_5e_acc96.pth,256,0.2,0.41377192073398167,0.3022963205272692,0.40642272662557816
Validation,234_aug3_time2024-08-08_best_3e_acc97.pth,256,0.0,0.4804985828888722,0.3182100767508954,0.4632913943729298
Test,234_aug3_time2024-08-08_best_3e_acc97.pth,256,0.0,0.4265839258829753,0.2850546076975722,0.4246752618834881
Validation,234_aug3_time2024-08-08_best_3e_acc97.pth,256,0.2,0.48409754598242605,0.33473080065660277,0.4693460963963378
Test,234_aug3_time2024-08-08_best_3e_acc97.pth,256,0.2,0.42600875430636936,0.31873613151516333,0.41609088280719647
Validation,233_aug3_time2024-08-08_best_4e_acc97.pth,256,0.0,0.47221211490468085,0.32245653916368966,0.4522536570117002
Test,233_aug3_time2024-08-08_best_4e_acc97.pth,256,0.0,0.41806546847025555,0.3230778653500177,0.39636017026097964
Validation,233_aug3_time2024-08-08_best_4e_acc97.pth,256,0.2,0.47018322577843297,0.3273270734728594,0.4523348390111614
Test,233_aug3_time2024-08-08_best_4e_acc97.pth,256,0.2,0.40688980950249565,0.3020593111149681,0.37728096464912175
Validation,05_base_time2024-08-09_5e_acc96.pth,256,0.0,0.37368860815325355,0.2646922620308882,0.35250171895290666
Test,05_base_time2024-08-09_5e_acc96.pth,256,0.0,0.36686913172403973,0.24949024444926302,0.31804404781956375
