Dataset,Weight File,Patch Size,Overlap,Accuracy,F1 Score - Macro,F1 Score - Weighted
Validation,213_aug1_time2024-11-30_best_5e_acc97.pth,256,0.0,0.4705442118848491,0.3365008007760546,0.47137785988792946
Test,213_aug1_time2024-11-30_best_5e_acc97.pth,256,0.0,0.441890901989407,0.35369232043821097,0.43614570815512194
Validation,212_aug1_time2024-11-29_best_2e_acc97.pth,256,0.0,0.4541532646896493,0.34282621248865347,0.42306307039815283
Test,212_aug1_time2024-11-29_best_2e_acc97.pth,256,0.0,0.418018102645874,0.35726358727108504,0.3877562905709738
Validation,214_aug1_time2024-12-01_best_5e_acc97.pth,256,0.0,0.5047756749340612,0.38585121108588183,0.475058388626289
Test,214_aug1_time2024-12-01_best_5e_acc97.pth,256,0.0,0.46291311581929523,0.3655471717480054,0.4409392042150816
Validation,215_aug1_time2024-12-01_best_1e_acc96.pth,256,0.0,0.48880448300614315,0.37167314928204115,0.45948517715450793
Test,215_aug1_time2024-12-01_best_1e_acc96.pth,256,0.0,0.4688444667392307,0.38190717265020907,0.4424411494342158
Validation,211_aug1_time2024-11-29_best_5e_acc97.pth,256,0.0,0.495001703246027,0.37557818779148394,0.4714931330404907
Test,211_aug1_time2024-11-29_best_5e_acc97.pth,256,0.0,0.4440031846364339,0.37646690941401273,0.42542008960443195
Validation,304_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.46880186521089995,0.3393204605979126,0.4609649636392949
Test,304_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.43540143966674805,0.3409715720469013,0.42085639584247114
Validation,301_balanced0_time2024-11-29_best_5e_acc98.pth,256,0.0,0.45171248607146436,0.35104424154195785,0.42395628523243667
Test,301_balanced0_time2024-11-29_best_5e_acc98.pth,256,0.0,0.4007102648417155,0.30587473570100854,0.3580505048695875
Validation,302_balanced0_time2024-11-29_best_1e_acc97.pth,256,0.0,0.46900106087709087,0.3477732416450289,0.46123748349262866
Test,302_balanced0_time2024-11-29_best_1e_acc97.pth,256,0.0,0.4224553108215332,0.3302408657927744,0.41326938846295175
Validation,303_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.46254268059363735,0.3259059428280934,0.46531224197658355
Test,303_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.41628636254204643,0.3519578636447765,0.4037542654335256
Validation,305_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.45780498961098176,0.34765287654326643,0.4351742077658868
Test,305_balanced0_time2024-11-30_best_5e_acc98.pth,256,0.0,0.4047381083170573,0.30509600576629853,0.35765659386817056
Validation,12_filtered_time2024-12-01_best_5e_acc98.pth,256,0.0,0.34127061794965696,0.23810629884681522,0.31815455490097194
Test,12_filtered_time2024-12-01_best_5e_acc98.pth,256,0.0,0.33780810568067765,0.2513350179681045,0.3154957052831213
Validation,11_filtered_time2024-12-01_best_5e_acc98.pth,256,0.0,0.32635742578751004,0.2503803689774454,0.3076192213436601
Test,11_filtered_time2024-12-01_best_5e_acc98.pth,256,0.0,0.327529960208469,0.25149422903901625,0.31760288091954764
Validation,15_filtered_time2024-12-02_best_2e_acc98.pth,256,0.0,0.28995906797229737,0.22865626205291595,0.23977741050266266
Test,15_filtered_time2024-12-02_best_2e_acc98.pth,256,0.0,0.31383434931437176,0.24460496627212144,0.2862155549668435
Validation,13_filtered_time2024-12-02_best_5e_acc98.pth,256,0.0,0.3320505109607664,0.2510340379761512,0.3102667184146339
Test,13_filtered_time2024-12-02_best_5e_acc98.pth,256,0.0,0.3410624663035075,0.2669217622024342,0.31959044649494156
Validation,14_filtered_time2024-12-02_best_5e_acc98.pth,256,0.0,0.34180960695967716,0.25027335843947424,0.32392111325451
Test,14_filtered_time2024-12-02_best_5e_acc98.pth,256,0.0,0.35470159848531085,0.2943621974760595,0.3380184490724928
Validation,253_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.502812263293144,0.3776007125242041,0.4806787263334422
Test,253_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.4481947422027588,0.3635354485215218,0.4294211353019424
Validation,255_aug5_time2024-11-30_best_5e_acc95.pth,256,0.0,0.5034556592631544,0.3556923372056806,0.48954206569852426
Test,255_aug5_time2024-11-30_best_5e_acc95.pth,256,0.0,0.446533997853597,0.34701834373077206,0.4259898351745983
Validation,251_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.5055236408853123,0.3758649116781339,0.47112379571618285
Test,251_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.45200681686401367,0.35780026552625516,0.42387255936311274
Validation,252_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.4784044119027945,0.36234251253812877,0.47545499400762525
Test,252_aug5_time2024-11-29_best_5e_acc95.pth,256,0.0,0.4633929464552138,0.36035886875147666,0.4519674512260118
Validation,254_aug5_time2024-11-30_best_5e_acc95.pth,256,0.0,0.4885838744986771,0.36036044551436036,0.456821875846657
Test,254_aug5_time2024-11-30_best_5e_acc95.pth,256,0.0,0.4283766746520996,0.33816507322217637,0.41496672397466194
Validation,245_aug4_time2024-12-02_best_5e_acc96.pth,256,0.0,0.47654900999150723,0.36338948585310843,0.4322566719750857
Test,245_aug4_time2024-12-02_best_5e_acc96.pth,256,0.0,0.45865615208943683,0.37096866085038904,0.42036179358977904
Validation,243_aug4_time2024-11-30_best_5e_acc96.pth,256,0.0,0.47734241811638206,0.3666829024211675,0.43593671921991944
Test,243_aug4_time2024-11-30_best_5e_acc96.pth,256,0.0,0.461657100253635,0.36802810704924754,0.41913966778385436
Validation,241_aug4_time2024-11-29_best_2e_acc96.pth,256,0.0,0.4889690855629424,0.35815359941891906,0.4854376849889747
Test,241_aug4_time2024-11-29_best_2e_acc96.pth,256,0.0,0.45505600505405003,0.3535497563413687,0.43807282268682557
Validation,242_aug4_time2024-11-30_best_5e_acc96.pth,256,0.0,0.484562001676641,0.3542481007419836,0.4764960129969433
Test,242_aug4_time2024-11-30_best_5e_acc96.pth,256,0.0,0.4599218898349338,0.37291770957513903,0.4551106632000933
Validation,244_aug4_time2024-12-01_best_5e_acc96.pth,256,0.0,0.4861943090063894,0.371949527076236,0.46007605316402767
Test,244_aug4_time2024-12-01_best_5e_acc96.pth,256,0.0,0.425401422712538,0.3502731371636007,0.4013792997671544
