f1-base = 29.59
f1-filt = 27.26
f1-aug0 = 37.34
f1-aug1 = 36.53
f1-aug2 = 37.13
f1-aug3 = 37.83
f1-aug4 = 36.81
f1-bal = 34.04
f1-bg = 34.12
f1-final = 37.84
f1d-filt = -2.32
f1d-aug0 = 7.76
f1d-aug1 = 6.94
f1d-aug2 = 7.54
f1d-aug3 = 8.24
f1d-aug4 = 7.22
f1d-bal = 4.46
f1d-bg = 4.53
f1d-final = 8.25
