GSD,scale,iou,acc,f1
GSD0,1.0,0.1489303604650739,0.5910396575927734,0.19384815300915983
GSD0,1.0,0.06476280211921231,0.38451480865478516,0.08912273059394304
GSD0,1.0,0.05176700773737247,0.19328689575195312,0.0890598245159661
GSD0,1.0,0.2627571242089943,0.5496377944946289,0.35071494020801824
GSD0,1.0,0.4414882590700377,0.7115106582641602,0.5878073621062949
GSD0,1.0,0.17784890573126716,0.48450660705566406,0.25007127446392363
GSD0,1.0,0.42130453780785565,0.6166238784790039,0.537515683542279
GSD0,1.0,0.12811999211022368,0.3965291976928711,0.19184894914677253
GSD0,1.0,0.18147345263243997,0.28877925872802734,0.2889144234955427
GSD0,1.0,0.35525362090733437,0.7650060653686523,0.4680468365885776
GSD0,1.0,0.2772777321812008,0.6331415176391602,0.35739120590733325
GSD0,1.0,0.17336588043102694,0.20571136474609375,0.27314956082492997
GSD0,1.0,0.15257588783673698,0.2694816589355469,0.22259941058315325
GSD0,1.0,0.267125456014066,0.5363330841064453,0.363635967235528
GSD0,1.0,0.2709594951345965,0.4541769027709961,0.38535870691176516
GSD0,1.0,0.13340263044347803,0.2503347396850586,0.22231843695817372
GSD0,1.0,0.15272326248553328,0.28990936279296875,0.21765010287784742
GSD0,1.0,0.2220089671785518,0.5909204483032227,0.2895415955918482
GSD0,1.0,0.20370346792793673,0.48673534393310547,0.30974359061999673
GSD0,1.0,0.11291699519913419,0.18325138092041016,0.183011734128082
GSD0,1.0,0.28585623282476474,0.5237932205200195,0.39966061772740336
GSD0,1.0,0.3080198204590162,0.5290384292602539,0.4211404159977519
GSD0,1.0,0.2903686677844407,0.4572019577026367,0.4201151975236598
GSD0,1.0,0.1652346630749608,0.4650459289550781,0.24282605135393645
GSD0,1.0,0.09528935083846848,0.412506103515625,0.1308459375427654
GSD0,1.0,0.4977280609956307,0.9941530227661133,0.4998353812170663
GSD0,1.0,0.4748591555985811,0.7045316696166992,0.6275267423598168
GSD0,1.0,0.28240622811308486,0.7424802780151367,0.3429001391331895
GSD0,1.0,0.15512398158880902,0.4954805374145508,0.20907822470561818
GSD0,1.0,0.11978908647119502,0.4787788391113281,0.17297724431077188
GSD0,1.0,0.1473859792384574,0.34625816345214844,0.23444834039235654
GSD0,1.0,0.37843363802837915,0.810633659362793,0.4337383462874318
GSD0,1.0,0.2620007621566039,0.6629161834716797,0.3435222836528128
GSD0,1.0,0.39387781686969103,0.6713180541992188,0.4855092404712094
GSD0,1.0,0.28194149057764467,0.3796710968017578,0.3906355361019986
GSD0,1.0,0.24381470557019033,0.6052227020263672,0.31662213168184483
GSD0,1.0,0.3046331406269663,0.48199939727783203,0.46234633288499366
GSD0,1.0,0.35075772627394297,0.4661827087402344,0.5170526807547217
GSD0,1.0,0.5536966977794586,0.7397565841674805,0.6931882700533192
GSD0,1.0,0.2794714356106858,0.6497316360473633,0.38244629742407055
GSD0,1.0,0.16842358325875037,0.42316532135009766,0.23703839630380052
GSD0,1.0,0.1004429757975062,0.28197765350341797,0.17042905837024952
GSD0,1.0,0.35140608357444547,0.681513786315918,0.40940459426934533
GSD0,1.0,0.4182605645133306,0.6229343414306641,0.5369952823516475
GSD0,1.0,0.3675114777662527,0.5975208282470703,0.42193231269504594
GSD0,1.0,0.3343092055350294,0.7404470443725586,0.4167175112936595
GSD0,1.0,0.2909094697277123,0.6657848358154297,0.3106798110693531
GSD0,1.0,0.12463164526903314,0.16280841827392578,0.1541291027982267
GSD0,1.0,0.3471683292354032,0.5633096694946289,0.48846260393283913
GSD0,1.0,0.08971159361792785,0.05688762664794922,0.13456675855547048
GSD0,1.0,0.3705914047667532,0.4204597473144531,0.48532396751312035
GSD0,1.0,0.5817720180634881,0.7772150039672852,0.7073227516077418
GSD0,1.0,0.2964307843325425,0.4717245101928711,0.4366481769430454
GSD1,0.5,0.008647684145992032,0.059276580810546875,0.015154762575384277
GSD1,0.5,0.009238986997101324,0.049350738525390625,0.015125859643273938
GSD1,0.5,0.04948755885619238,0.40464019775390625,0.07220478904006938
GSD1,0.5,0.01767393462525802,0.32163238525390625,0.025779673221537847
GSD1,0.5,0.06874396495604333,0.3745231628417969,0.09987458517339988
GSD1,0.5,0.018591956572862972,0.20141220092773438,0.028253892099701666
GSD1,0.5,0.04152912460335852,0.34626007080078125,0.05117774168127541
GSD1,0.5,0.054136905511101924,0.8569564819335938,0.05804560432001607
GSD1,0.5,0.046993208333575676,0.5155563354492188,0.06731952094579072
GSD1,0.5,0.04899494360749707,0.6854972839355469,0.06158706631898064
GSD1,0.5,0.0027847363593669554,0.011516571044921875,0.005228171601584185
GSD1,0.5,0.011351466726530495,0.017543792724609375,0.019653014815414326
GSD1,0.5,0.0063855015208731224,0.025920867919921875,0.011648588331621811
GSD1,0.5,0.022882271398655993,0.21453094482421875,0.03668740642066059
GSD1,0.5,0.019394928971822965,0.1236114501953125,0.027188735922876014
GSD1,0.5,0.02466306576911458,0.456695556640625,0.03482117527652432
GSD1,0.5,0.0261724385489775,0.3407135009765625,0.03986723821737811
GSD1,0.5,0.040032594398581575,0.3687934875488281,0.05992647135056721
GSD1,0.5,0.021345647593376475,0.13170242309570312,0.03400314225655662
GSD1,0.5,0.002645609881986789,0.05228424072265625,0.00498772127711464
GSD1,0.5,0.026721273025225083,0.21732330322265625,0.0421346877027926
GSD1,0.5,0.05207599850543732,0.5012092590332031,0.06894183617627085
GSD1,0.5,0.038182489211831,0.3733482360839844,0.05696061170501639
GSD1,0.5,0.03685495589683058,0.3809394836425781,0.05356529799041942
GSD1,0.5,0.03080647454457717,0.3231239318847656,0.047268021942516635
GSD1,0.5,0.3326892661281147,0.9961051940917969,0.3339849952375538
GSD1,0.5,0.052351193703399856,0.49957275390625,0.07201961078769512
GSD1,0.5,0.05498508971462166,0.6348648071289062,0.07289463835757692
GSD1,0.5,9.036723955186633e-06,0.0001068115234375,1.8069690414893397e-05
GSD1,0.5,0.04773799095250665,0.34047698974609375,0.0716997239986468
GSD1,0.5,0.024101523743805656,0.13544082641601562,0.03788051129036877
GSD1,0.5,0.030259440756889994,0.4900703430175781,0.041788528983919555
GSD1,0.5,0.0417154093655398,0.7081375122070312,0.05217373332819778
GSD1,0.5,0.0951983676670679,0.6577033996582031,0.11770129419914813
GSD1,0.5,0.03602105700320696,0.2849273681640625,0.04972986073646073
GSD1,0.5,0.028058341215569937,0.4918937683105469,0.037312635471888615
GSD1,0.5,0.013668931425134364,0.13468551635742188,0.023400136731564665
GSD1,0.5,0.03718239339272492,0.3616828918457031,0.05872430632355461
GSD1,0.5,0.1521820284109051,0.7029037475585938,0.172844730798527
GSD1,0.5,0.012348266909914522,0.1521759033203125,0.021915702264217903
GSD1,0.5,0.009403124256255384,0.053340911865234375,0.01682373159969325
GSD1,0.5,0.012506955978909532,0.11159896850585938,0.021543780495798602
GSD1,0.5,0.06776789917145741,0.6454811096191406,0.08527553922312509
GSD1,0.5,0.06260942715178974,0.4237709045410156,0.0929355875057435
GSD1,0.5,0.09564752556479464,0.5678596496582031,0.11582178251871054
GSD1,0.5,0.054254480852135106,0.4213523864746094,0.06910881052460603
GSD1,0.5,0.07379570100857194,0.668182373046875,0.08492235000998324
GSD1,0.5,0.010644791510225063,0.1472320556640625,0.016819303103979985
GSD1,0.5,0.03288046445048341,0.3867073059082031,0.04573700115702377
GSD1,0.5,0.03837989312716865,0.3231925964355469,0.04645187526221112
GSD1,0.5,0.051926239362537874,0.25560760498046875,0.07343360461229781
